Meter ID          ,Date / Time           ,KWH(ch: 1  set:0)    ,KVARH(ch: 2  set:0)  ,KWH(ch: 3  set:0)    ,KVAH(ch: 3  set:0)   ,PF(ch: 4  set:0)     ,KW(ch: 1  set:0)    ,KVAR(ch: 2  set:0)  ,KW(ch: 3  set:0)    ,KVA(0(ch: 3  set:0) ,PF(0(ch: 4  set:0)  ,, PV 17.7 kW Rated Suniva Array
H202010637868     ,2018/02/10 14:45,43.11,19.62,0,47.36,0.91,172.44,78.48,0,189.46,0.91,,2/10/18 14:45,11.26
H202010637868     ,2018/02/10 15:00,42.3,20.43,0,46.98,0.9,169.2,81.72,0,187.9,0.9,,2/10/18 15:00,10.77
H202010637868     ,2018/02/10 15:15,41.67,20.43,0,46.41,0.9,166.68,81.72,0,185.64,0.9,,2/10/18 15:15,10.35
H202010637868     ,2018/02/10 15:30,42.12,20.52,0,46.85,0.9,168.48,82.08,0,187.41,0.9,,2/10/18 15:30,9.92
H202010637868     ,2018/02/10 15:45,42.57,20.79,0,47.38,0.9,170.28,83.16,0,189.5,0.9,,2/10/18 15:45,9.3
H202010637868     ,2018/02/10 16:00,42.75,21.06,0,47.66,0.9,171,84.24,0,190.62,0.9,,2/10/18 16:00,8.57
H202010637868     ,2018/02/10 16:15,42.66,20.97,0,47.54,0.9,170.64,83.88,0,190.14,0.9,,2/10/18 16:15,7.78
H202010637868     ,2018/02/10 16:30,43.38,20.97,0,48.18,0.9,173.52,83.88,0,192.73,0.9,,2/10/18 16:30,7.05
H202010637868     ,2018/02/10 16:45,43.74,20.43,0,48.28,0.91,174.96,81.72,0,193.1,0.91,,2/10/18 16:45,1.59
H202010637868     ,2018/02/10 17:00,42.66,20.16,0,47.18,0.9,170.64,80.64,0,188.73,0.9,,2/10/18 17:00,1.39
H202010637868     ,2018/02/10 17:15,43.2,20.34,0,47.75,0.9,172.8,81.36,0,191,0.9,,2/10/18 17:15,2.36
H202010637868     ,2018/02/10 17:30,42.3,19.53,0,46.59,0.91,169.2,78.12,0,186.36,0.91,,2/10/18 17:30,3.06
H202010637868     ,2018/02/10 17:45,41.22,18.18,0,45.05,0.91,164.88,72.72,0,180.2,0.91,,2/10/18 17:45,1.71
H202010637868     ,2018/02/10 18:00,41.31,18.18,0,45.13,0.92,165.24,72.72,0,180.53,0.92,,2/10/18 18:00,0.98
H202010637868     ,2018/02/10 18:15,41.04,17.91,0,44.78,0.92,164.16,71.64,0,179.11,0.92,,2/10/18 18:15,0.31
H202010637868     ,2018/02/10 18:30,37.17,16.83,0,40.8,0.91,148.68,67.32,0,163.21,0.91,,2/10/18 18:30,0.04
H202010637868     ,2018/02/10 18:45,37.17,16.83,0,40.8,0.91,148.68,67.32,0,163.21,0.91,,2/10/18 18:45,0.01
H202010637868     ,2018/02/10 19:00,37.08,16.47,0,40.57,0.91,148.32,65.88,0,162.29,0.91,,2/10/18 19:00,0.01
H202010637868     ,2018/02/10 19:15,37.17,16.47,0,40.66,0.91,148.68,65.88,0,162.62,0.91,,2/10/18 19:15,0.01
H202010637868     ,2018/02/10 19:30,36.9,16.2,0,40.3,0.92,147.6,64.8,0,161.2,0.92,,2/10/18 19:30,0.01
H202010637868     ,2018/02/10 19:45,36.54,16.29,0,40.01,0.91,146.16,65.16,0,160.03,0.91,,2/10/18 19:45,0.01
H202010637868     ,2018/02/10 20:00,36.09,16.2,0,39.56,0.91,144.36,64.8,0,158.24,0.91,,2/10/18 20:00,0.01
H202010637868     ,2018/02/10 20:15,34.83,16.2,0,38.41,0.91,139.32,64.8,0,153.65,0.91,,2/10/18 20:15,0.01
H202010637868     ,2018/02/10 20:30,34.65,16.38,0,38.33,0.9,138.6,65.52,0,153.31,0.9,,2/10/18 20:30,0.01
H202010637868     ,2018/02/10 20:45,34.29,16.65,0,38.12,0.9,137.16,66.6,0,152.47,0.9,,2/10/18 20:45,0.01
H202010637868     ,2018/02/10 21:00,34.56,17.1,0,38.56,0.9,138.24,68.4,0,154.24,0.9,,2/10/18 21:00,0.02
H202010637868     ,2018/02/10 21:15,34.38,17.19,0,38.44,0.89,137.52,68.76,0,153.75,0.89,,2/10/18 21:15,0.02
H202010637868     ,2018/02/10 21:30,34.11,17.1,0,38.16,0.89,136.44,68.4,0,152.63,0.89,,2/10/18 21:30,0.02
H202010637868     ,2018/02/10 21:45,34.02,17.1,0,38.08,0.89,136.08,68.4,0,152.3,0.89,,2/10/18 21:45,0.02
H202010637868     ,2018/02/10 22:00,34.2,17.37,0,38.36,0.89,136.8,69.48,0,153.43,0.89,,2/10/18 22:00,0.02
H202010637868     ,2018/02/10 22:15,33.93,17.28,0,38.08,0.89,135.72,69.12,0,152.31,0.89,,2/10/18 22:15,0.02
H202010637868     ,2018/02/10 22:30,34.11,16.92,0,38.08,0.9,136.44,67.68,0,152.3,0.9,,2/10/18 22:30,0.02
H202010637868     ,2018/02/10 22:45,34.02,16.83,0,37.96,0.9,136.08,67.32,0,151.82,0.9,,2/10/18 22:45,0.02
H202010637868     ,2018/02/10 23:00,33.57,16.74,0,37.51,0.89,134.28,66.96,0,150.05,0.89,,2/10/18 23:00,0.02
H202010637868     ,2018/02/10 23:15,33.75,16.83,0,37.71,0.89,135,67.32,0,150.85,0.89,,2/10/18 23:15,0.02
H202010637868     ,2018/02/10 23:30,33.57,16.47,0,37.39,0.9,134.28,65.88,0,149.57,0.9,,2/10/18 23:30,0.02
H202010637868     ,2018/02/10 23:45,33.66,16.47,0,37.47,0.9,134.64,65.88,0,149.89,0.9,,2/10/18 23:45,0.03
H202010637868     ,2018/02/11 0:00,33.39,16.38,0,37.19,0.9,133.56,65.52,0,148.77,0.9,,2/11/18 0:00,0.03
H202010637868     ,2018/02/11 0:15,33.48,16.47,0,37.31,0.9,133.92,65.88,0,149.25,0.9,,2/11/18 0:15,0.03
H202010637868     ,2018/02/11 0:30,33.21,16.47,0,37.07,0.9,132.84,65.88,0,148.28,0.9,,2/11/18 0:30,0.03
H202010637868     ,2018/02/11 0:45,33.3,16.56,0,37.19,0.9,133.2,66.24,0,148.76,0.9,,2/11/18 0:45,0.03
H202010637868     ,2018/02/11 1:00,33.3,16.56,0,37.19,0.9,133.2,66.24,0,148.76,0.9,,2/11/18 1:00,0.03
H202010637868     ,2018/02/11 1:15,33.39,16.56,0,37.27,0.9,133.56,66.24,0,149.08,0.9,,2/11/18 1:15,0.03
H202010637868     ,2018/02/11 1:30,33.12,16.47,0,36.99,0.9,132.48,65.88,0,147.96,0.9,,2/11/18 1:30,0.03
H202010637868     ,2018/02/11 1:45,33.03,16.47,0,36.91,0.89,132.12,65.88,0,147.63,0.89,,2/11/18 1:45,0.03
H202010637868     ,2018/02/11 2:00,33.39,16.56,0,37.27,0.9,133.56,66.24,0,149.08,0.9,,2/11/18 2:00,0.03
H202010637868     ,2018/02/11 2:15,33.12,16.65,0,37.07,0.89,132.48,66.6,0,148.28,0.89,,2/11/18 2:15,0.03
H202010637868     ,2018/02/11 2:30,33.12,16.47,0,36.99,0.9,132.48,65.88,0,147.96,0.9,,2/11/18 2:30,0.04
H202010637868     ,2018/02/11 2:45,33.21,16.47,0,37.07,0.9,132.84,65.88,0,148.28,0.9,,2/11/18 2:45,0.04
H202010637868     ,2018/02/11 3:00,33.03,16.47,0,36.91,0.89,132.12,65.88,0,147.63,0.89,,2/11/18 3:00,0.04
H202010637868     ,2018/02/11 3:15,32.94,16.56,0,36.87,0.89,131.76,66.24,0,147.47,0.89,,2/11/18 3:15,0.04
H202010637868     ,2018/02/11 3:30,33.39,16.65,0,37.31,0.89,133.56,66.6,0,149.24,0.89,,2/11/18 3:30,0.04
H202010637868     ,2018/02/11 3:45,33.12,16.56,0,37.03,0.89,132.48,66.24,0,148.12,0.89,,2/11/18 3:45,0.04
H202010637868     ,2018/02/11 4:00,33.03,16.56,0,36.95,0.89,132.12,66.24,0,147.8,0.89,,2/11/18 4:00,0.04
H202010637868     ,2018/02/11 4:15,33.21,16.56,0,37.11,0.89,132.84,66.24,0,148.44,0.89,,2/11/18 4:15,0.04
H202010637868     ,2018/02/11 4:30,33.12,16.47,0,36.99,0.9,132.48,65.88,0,147.96,0.9,,2/11/18 4:30,0.04
H202010637868     ,2018/02/11 4:45,33.21,16.56,0,37.11,0.89,132.84,66.24,0,148.44,0.89,,2/11/18 4:45,0.04
H202010637868     ,2018/02/11 5:00,33.39,16.74,0,37.35,0.89,133.56,66.96,0,149.41,0.89,,2/11/18 5:00,0.04
H202010637868     ,2018/02/11 5:15,33.57,16.38,0,37.35,0.9,134.28,65.52,0,149.41,0.9,,2/11/18 5:15,0.05
H202010637868     ,2018/02/11 5:30,33.93,16.83,0,37.87,0.9,135.72,67.32,0,151.5,0.9,,2/11/18 5:30,0.05
H202010637868     ,2018/02/11 5:45,34.11,17.19,0,38.2,0.89,136.44,68.76,0,152.79,0.89,,2/11/18 5:45,0.05
H202010637868     ,2018/02/11 6:00,34.56,17.37,0,38.68,0.89,138.24,69.48,0,154.72,0.89,,2/11/18 6:00,0.05
H202010637868     ,2018/02/11 6:15,34.74,17.1,0,38.72,0.9,138.96,68.4,0,154.88,0.9,,2/11/18 6:15,0.05
H202010637868     ,2018/02/11 6:30,34.47,16.92,0,38.4,0.9,137.88,67.68,0,153.6,0.9,,2/11/18 6:30,0.05
H202010637868     ,2018/02/11 6:45,34.92,17.1,0,38.88,0.9,139.68,68.4,0,155.53,0.9,,2/11/18 6:45,0.05
H202010637868     ,2018/02/11 7:00,34.47,16.65,0,38.28,0.9,137.88,66.6,0,153.12,0.9,,2/11/18 7:00,0.05
H202010637868     ,2018/02/11 7:15,34.74,16.56,0,38.49,0.9,138.96,66.24,0,153.94,0.9,,2/11/18 7:15,0.05
H202010637868     ,2018/02/11 7:30,34.56,16.65,0,38.36,0.9,138.24,66.6,0,153.45,0.9,,2/11/18 7:30,0.1
H202010637868     ,2018/02/11 7:45,34.38,16.65,0,38.2,0.9,137.52,66.6,0,152.8,0.9,,2/11/18 7:45,0.58
H202010637868     ,2018/02/11 8:00,34.29,16.74,0,38.16,0.9,137.16,66.96,0,152.63,0.9,,2/11/18 8:00,1.31
H202010637868     ,2018/02/11 8:15,34.65,17.01,0,38.6,0.9,138.6,68.04,0,154.4,0.9,,2/11/18 8:15,2.08
H202010637868     ,2018/02/11 8:30,34.83,17.19,0,38.84,0.9,139.32,68.76,0,155.36,0.9,,2/11/18 8:30,2.9
H202010637868     ,2018/02/11 8:45,35.01,17.37,0,39.08,0.9,140.04,69.48,0,156.33,0.9,,2/11/18 8:45,3.88
H202010637868     ,2018/02/11 9:00,34.56,17.46,0,38.72,0.89,138.24,69.84,0,154.88,0.89,,2/11/18 9:00,4.79
H202010637868     ,2018/02/11 9:15,34.11,17.37,0,38.28,0.89,136.44,69.48,0,153.11,0.89,,2/11/18 9:15,5.58
H202010637868     ,2018/02/11 9:30,33.48,17.46,0,37.76,0.89,133.92,69.84,0,151.04,0.89,,2/11/18 9:30,6.73
H202010637868     ,2018/02/11 9:45,32.85,17.46,0,37.2,0.88,131.4,69.84,0,148.81,0.88,,2/11/18 9:45,7.6
H202010637868     ,2018/02/11 10:00,32.4,17.55,0,36.85,0.88,129.6,70.2,0,147.39,0.88,,2/11/18 10:00,8.51
H202010637868     ,2018/02/11 10:15,33.03,17.46,0,37.36,0.88,132.12,69.84,0,149.44,0.88,,2/11/18 10:15,9.15
H202010637868     ,2018/02/11 10:30,36,18.18,0,40.33,0.89,144,72.72,0,161.32,0.89,,2/11/18 10:30,9.71
H202010637868     ,2018/02/11 10:45,36.63,18.45,0,41.01,0.89,146.52,73.8,0,164.06,0.89,,2/11/18 10:45,10.39
H202010637868     ,2018/02/11 11:00,35.91,18.45,0,40.37,0.89,143.64,73.8,0,161.49,0.89,,2/11/18 11:00,10.91
H202010637868     ,2018/02/11 11:15,34.29,18.18,0,38.81,0.88,137.16,72.72,0,155.25,0.88,,2/11/18 11:15,11.38
H202010637868     ,2018/02/11 11:30,34.65,18.45,0,39.26,0.88,138.6,73.8,0,157.02,0.88,,2/11/18 11:30,11.7
H202010637868     ,2018/02/11 11:45,35.73,18.81,0,40.38,0.88,142.92,75.24,0,161.52,0.88,,2/11/18 11:45,11.97
H202010637868     ,2018/02/11 12:00,39.15,18.63,0,43.36,0.9,156.6,74.52,0,173.43,0.9,,2/11/18 12:00,12.12
H202010637868     ,2018/02/11 12:15,38.97,18.54,0,43.16,0.9,155.88,74.16,0,172.62,0.9,,2/11/18 12:15,12.21
H202010637868     ,2018/02/11 12:30,40.23,19.17,0,44.56,0.9,160.92,76.68,0,178.26,0.9,,2/11/18 12:30,12.32
H202010637868     ,2018/02/11 12:45,40.23,19.17,0,44.56,0.9,160.92,76.68,0,178.26,0.9,,2/11/18 12:45,12.42
H202010637868     ,2018/02/11 13:00,40.05,18.81,0,44.25,0.91,160.2,75.24,0,176.99,0.91,,2/11/18 13:00,12.5
H202010637868     ,2018/02/11 13:15,40.5,19.17,0,44.81,0.9,162,76.68,0,179.23,0.9,,2/11/18 13:15,12.4
H202010637868     ,2018/02/11 13:30,42.3,20.43,0,46.98,0.9,169.2,81.72,0,187.9,0.9,,2/11/18 13:30,12.29
H202010637868     ,2018/02/11 13:45,42.66,20.52,0,47.34,0.9,170.64,82.08,0,189.35,0.9,,2/11/18 13:45,12.21
H202010637868     ,2018/02/11 14:00,42.75,20.7,0,47.5,0.9,171,82.8,0,189.99,0.9,,2/11/18 14:00,11.98
H202010637868     ,2018/02/11 14:15,42.57,20.79,0,47.38,0.9,170.28,83.16,0,189.5,0.9,,2/11/18 14:15,11.74
H202010637868     ,2018/02/11 14:30,42.66,20.52,0,47.34,0.9,170.64,82.08,0,189.35,0.9,,2/11/18 14:30,11.45
H202010637868     ,2018/02/11 14:45,42.93,20.61,0,47.62,0.9,171.72,82.44,0,190.48,0.9,,2/11/18 14:45,11.11
H202010637868     ,2018/02/11 15:00,43.29,20.7,0,47.98,0.9,173.16,82.8,0,191.94,0.9,,2/11/18 15:00,10.7
H202010637868     ,2018/02/11 15:15,44.55,20.88,0,49.2,0.91,178.2,83.52,0,196.8,0.91,,2/11/18 15:15,10.24
H202010637868     ,2018/02/11 15:30,45.18,20.79,0,49.73,0.91,180.72,83.16,0,198.94,0.91,,2/11/18 15:30,9.76
H202010637868     ,2018/02/11 15:45,45.54,20.97,0,50.14,0.91,182.16,83.88,0,200.54,0.91,,2/11/18 15:45,9.12
H202010637868     ,2018/02/11 16:00,45.54,20.88,0,50.1,0.91,182.16,83.52,0,200.39,0.91,,2/11/18 16:00,8.52
H202010637868     ,2018/02/11 16:15,44.73,20.43,0,49.17,0.91,178.92,81.72,0,196.7,0.91,,2/11/18 16:15,7.8
H202010637868     ,2018/02/11 16:30,44.82,20.34,0,49.22,0.91,179.28,81.36,0,196.88,0.91,,2/11/18 16:30,7
H202010637868     ,2018/02/11 16:45,44.46,20.16,0,48.82,0.91,177.84,80.64,0,195.27,0.91,,2/11/18 16:45,6.21
H202010637868     ,2018/02/11 17:00,44.19,20.07,0,48.53,0.91,176.76,80.28,0,194.14,0.91,,2/11/18 17:00,5.18
H202010637868     ,2018/02/11 17:15,44.37,19.89,0,48.62,0.91,177.48,79.56,0,194.5,0.91,,2/11/18 17:15,4.23
H202010637868     ,2018/02/11 17:30,44.46,19.35,0,48.49,0.92,177.84,77.4,0,193.95,0.92,,2/11/18 17:30,3.24
H202010637868     ,2018/02/11 17:45,46.35,19.26,0,50.19,0.92,185.4,77.04,0,200.77,0.92,,2/11/18 17:45,0.96
H202010637868     ,2018/02/11 18:00,49.5,19.71,0,53.28,0.93,198,78.84,0,213.12,0.93,,2/11/18 18:00,0.6
H202010637868     ,2018/02/11 18:15,49.68,19.62,0,53.41,0.93,198.72,78.48,0,213.66,0.93,,2/11/18 18:15,0.22
H202010637868     ,2018/02/11 18:30,48.96,19.44,0,52.68,0.93,195.84,77.76,0,210.71,0.93,,2/11/18 18:30,0.01
H202010637868     ,2018/02/11 18:45,48.24,19.17,0,51.91,0.93,192.96,76.68,0,207.64,0.93,,2/11/18 18:45,0.01
H202010637868     ,2018/02/11 19:00,43.29,17.91,0,46.85,0.92,173.16,71.64,0,187.39,0.92,,2/11/18 19:00,0.01
H202010637868     ,2018/02/11 19:15,44.1,18.18,0,47.7,0.92,176.4,72.72,0,190.8,0.92,,2/11/18 19:15,0.01
H202010637868     ,2018/02/11 19:30,39.69,17.37,0,43.32,0.92,158.76,69.48,0,173.3,0.92,,2/11/18 19:30,0.01
H202010637868     ,2018/02/11 19:45,38.79,17.19,0,42.43,0.91,155.16,68.76,0,169.71,0.91,,2/11/18 19:45,0.01
H202010637868     ,2018/02/11 20:00,38.79,17.28,0,42.46,0.91,155.16,69.12,0,169.86,0.91,,2/11/18 20:00,0.01
H202010637868     ,2018/02/11 20:15,38.25,17.28,0,41.97,0.91,153,69.12,0,167.89,0.91,,2/11/18 20:15,0.01
H202010637868     ,2018/02/11 20:30,39.24,17.46,0,42.95,0.91,156.96,69.84,0,171.8,0.91,,2/11/18 20:30,0.02
H202010637868     ,2018/02/11 20:45,39.42,17.28,0,43.04,0.92,157.68,69.12,0,172.16,0.92,,2/11/18 20:45,0.02
H202010637868     ,2018/02/11 21:00,39.51,17.46,0,43.2,0.91,158.04,69.84,0,172.78,0.91,,2/11/18 21:00,0.02
H202010637868     ,2018/02/11 21:15,39.06,17.46,0,42.78,0.91,156.24,69.84,0,171.14,0.91,,2/11/18 21:15,0.02
H202010637868     ,2018/02/11 21:30,39.06,17.37,0,42.75,0.91,156.24,69.48,0,170.99,0.91,,2/11/18 21:30,0.02
H202010637868     ,2018/02/11 21:45,38.43,17.73,0,42.32,0.91,153.72,70.92,0,169.29,0.91,,2/11/18 21:45,0.02
H202010637868     ,2018/02/11 22:00,37.17,17.46,0,41.07,0.91,148.68,69.84,0,164.27,0.91,,2/11/18 22:00,0.02
H202010637868     ,2018/02/11 22:15,37.35,17.55,0,41.27,0.91,149.4,70.2,0,165.07,0.91,,2/11/18 22:15,0.02
H202010637868     ,2018/02/11 22:30,37.17,17.55,0,41.1,0.9,148.68,70.2,0,164.42,0.9,,2/11/18 22:30,0.02
H202010637868     ,2018/02/11 22:45,37.08,17.64,0,41.06,0.9,148.32,70.56,0,164.25,0.9,,2/11/18 22:45,0.03
H202010637868     ,2018/02/11 23:00,37.35,17.82,0,41.38,0.9,149.4,71.28,0,165.53,0.9,,2/11/18 23:00,0.03
H202010637868     ,2018/02/11 23:15,37.17,17.55,0,41.1,0.9,148.68,70.2,0,164.42,0.9,,2/11/18 23:15,0.03
H202010637868     ,2018/02/11 23:30,37.08,17.55,0,41.02,0.9,148.32,70.2,0,164.09,0.9,,2/11/18 23:30,0.03
H202010637868     ,2018/02/11 23:45,36.81,17.28,0,40.66,0.91,147.24,69.12,0,162.66,0.91,,2/11/18 23:45,0.03
H202010637868     ,2018/02/12 0:00,36.81,16.56,0,40.36,0.91,147.24,66.24,0,161.45,0.91,,2/12/18 0:00,0.03
H202010637868     ,2018/02/12 0:15,36.72,16.65,0,40.32,0.91,146.88,66.6,0,161.27,0.91,,2/12/18 0:15,0.03
H202010637868     ,2018/02/12 0:30,36.45,16.47,0,40,0.91,145.8,65.88,0,159.99,0.91,,2/12/18 0:30,0.03
H202010637868     ,2018/02/12 0:45,36.54,16.47,0,40.08,0.91,146.16,65.88,0,160.32,0.91,,2/12/18 0:45,0.03
H202010637868     ,2018/02/12 1:00,36.27,16.2,0,39.72,0.91,145.08,64.8,0,158.89,0.91,,2/12/18 1:00,0.04
H202010637868     ,2018/02/12 1:15,36.45,16.29,0,39.92,0.91,145.8,65.16,0,159.7,0.91,,2/12/18 1:15,0.04
H202010637868     ,2018/02/12 1:30,36.27,16.29,0,39.76,0.91,145.08,65.16,0,159.04,0.91,,2/12/18 1:30,0.04
H202010637868     ,2018/02/12 1:45,36.36,16.29,0,39.84,0.91,145.44,65.16,0,159.37,0.91,,2/12/18 1:45,0.04
H202010637868     ,2018/02/12 2:00,36.09,16.47,0,39.67,0.91,144.36,65.88,0,158.68,0.91,,2/12/18 2:00,0.04
H202010637868     ,2018/02/12 2:15,36.36,16.38,0,39.88,0.91,145.44,65.52,0,159.52,0.91,,2/12/18 2:15,0.04
H202010637868     ,2018/02/12 2:30,36.27,16.38,0,39.8,0.91,145.08,65.52,0,159.19,0.91,,2/12/18 2:30,0.04
H202010637868     ,2018/02/12 2:45,36.09,16.38,0,39.63,0.91,144.36,65.52,0,158.53,0.91,,2/12/18 2:45,0.04
H202010637868     ,2018/02/12 3:00,36.18,16.2,0,39.64,0.91,144.72,64.8,0,158.57,0.91,,2/12/18 3:00,0.04
H202010637868     ,2018/02/12 3:15,36,16.11,0,39.44,0.91,144,64.44,0,157.76,0.91,,2/12/18 3:15,0.05
H202010637868     ,2018/02/12 3:30,36.18,16.38,0,39.72,0.91,144.72,65.52,0,158.86,0.91,,2/12/18 3:30,0.05
H202010637868     ,2018/02/12 3:45,36,16.29,0,39.51,0.91,144,65.16,0,158.06,0.91,,2/12/18 3:45,0.05
H202010637868     ,2018/02/12 4:00,36.45,16.38,0,39.96,0.91,145.8,65.52,0,159.85,0.91,,2/12/18 4:00,0.05
H202010637868     ,2018/02/12 4:15,36.18,16.29,0,39.68,0.91,144.72,65.16,0,158.71,0.91,,2/12/18 4:15,0.05
H202010637868     ,2018/02/12 4:30,36,16.38,0,39.55,0.91,144,65.52,0,158.21,0.91,,2/12/18 4:30,0.05
H202010637868     ,2018/02/12 4:45,36.18,16.2,0,39.64,0.91,144.72,64.8,0,158.57,0.91,,2/12/18 4:45,0.05
H202010637868     ,2018/02/12 5:00,36.18,16.2,0,39.64,0.91,144.72,64.8,0,158.57,0.91,,2/12/18 5:00,0.05
H202010637868     ,2018/02/12 5:15,36.45,16.29,0,39.92,0.91,145.8,65.16,0,159.7,0.91,,2/12/18 5:15,0.05
H202010637868     ,2018/02/12 5:30,36.9,16.38,0,40.37,0.91,147.6,65.52,0,161.49,0.91,,2/12/18 5:30,0.06
H202010637868     ,2018/02/12 5:45,37.71,16.92,0,41.33,0.91,150.84,67.68,0,165.33,0.91,,2/12/18 5:45,0.06
H202010637868     ,2018/02/12 6:00,38.34,17.28,0,42.05,0.91,153.36,69.12,0,168.22,0.91,,2/12/18 6:00,0.06
H202010637868     ,2018/02/12 6:15,38.07,17.1,0,41.73,0.91,152.28,68.4,0,166.94,0.91,,2/12/18 6:15,0.06
H202010637868     ,2018/02/12 6:30,38.34,17.55,0,42.17,0.91,153.36,70.2,0,168.66,0.91,,2/12/18 6:30,0.06
H202010637868     ,2018/02/12 6:45,39.06,18,0,43.01,0.91,156.24,72,0,172.03,0.91,,2/12/18 6:45,0.06
H202010637868     ,2018/02/12 7:00,40.14,18.09,0,44.03,0.91,160.56,72.36,0,176.11,0.91,,2/12/18 7:00,0.06
H202010637868     ,2018/02/12 7:15,40.59,18.18,0,44.48,0.91,162.36,72.72,0,177.9,0.91,,2/12/18 7:15,0.06
H202010637868     ,2018/02/12 7:30,41.76,18.45,0,45.65,0.91,167.04,73.8,0,182.62,0.91,,2/12/18 7:30,0.09
H202010637868     ,2018/02/12 7:45,40.95,18.36,0,44.88,0.91,163.8,73.44,0,179.51,0.91,,2/12/18 7:45,0.65
H202010637868     ,2018/02/12 8:00,39.87,18.09,0,43.78,0.91,159.48,72.36,0,175.13,0.91,,2/12/18 8:00,1.3
H202010637868     ,2018/02/12 8:15,39.69,17.73,0,43.47,0.91,158.76,70.92,0,173.88,0.91,,2/12/18 8:15,2.02
H202010637868     ,2018/02/12 8:30,41.49,18.27,0,45.33,0.92,165.96,73.08,0,181.34,0.92,,2/12/18 8:30,2.93
H202010637868     ,2018/02/12 8:45,42.66,18.81,0,46.62,0.92,170.64,75.24,0,186.49,0.92,,2/12/18 8:45,3.8
H202010637868     ,2018/02/12 9:00,42.84,19.08,0,46.9,0.91,171.36,76.32,0,187.59,0.91,,2/12/18 9:00,4.9
H202010637868     ,2018/02/12 9:15,43.02,19.17,0,47.1,0.91,172.08,76.68,0,188.39,0.91,,2/12/18 9:15,5.84
H202010637868     ,2018/02/12 9:30,41.31,18.9,0,45.43,0.91,165.24,75.6,0,181.71,0.91,,2/12/18 9:30,6.75
H202010637868     ,2018/02/12 9:45,41.76,19.17,0,45.95,0.91,167.04,76.68,0,183.8,0.91,,2/12/18 9:45,7.73
H202010637868     ,2018/02/12 10:00,41.67,19.08,0,45.83,0.91,166.68,76.32,0,183.32,0.91,,2/12/18 10:00,8.5
H202010637868     ,2018/02/12 10:15,41.67,19.08,0,45.83,0.91,166.68,76.32,0,183.32,0.91,,2/12/18 10:15,9.23
H202010637868     ,2018/02/12 10:30,42.75,19.26,0,46.89,0.91,171,77.04,0,187.55,0.91,,2/12/18 10:30,9.83
H202010637868     ,2018/02/12 10:45,42.03,19.53,0,46.35,0.91,168.12,78.12,0,185.38,0.91,,2/12/18 10:45,10.37
H202010637868     ,2018/02/12 11:00,41.67,19.71,0,46.1,0.9,166.68,78.84,0,184.39,0.9,,2/12/18 11:00,10.82
H202010637868     ,2018/02/12 11:15,44.28,19.98,0,48.58,0.91,177.12,79.92,0,194.32,0.91,,2/12/18 11:15,11.21
H202010637868     ,2018/02/12 11:30,45.81,20.16,0,50.05,0.92,183.24,80.64,0,200.2,0.92,,2/12/18 11:30,11.49
H202010637868     ,2018/02/12 11:45,47.07,20.79,0,51.46,0.91,188.28,83.16,0,205.83,0.91,,2/12/18 11:45,11.85
H202010637868     ,2018/02/12 12:00,48.6,21.15,0,53,0.92,194.4,84.6,0,212.01,0.92,,2/12/18 12:00,12.06
H202010637868     ,2018/02/12 12:15,47.43,21.24,0,51.97,0.91,189.72,84.96,0,207.87,0.91,,2/12/18 12:15,12.31
H202010637868     ,2018/02/12 12:30,47.25,21.33,0,51.84,0.91,189,85.32,0,207.37,0.91,,2/12/18 12:30,12.41
H202010637868     ,2018/02/12 12:45,48.15,21.15,0,52.59,0.92,192.6,84.6,0,210.36,0.92,,2/12/18 12:45,12.53
H202010637868     ,2018/02/12 13:00,48.15,21.6,0,52.77,0.91,192.6,86.4,0,211.09,0.91,,2/12/18 13:00,12.55
H202010637868     ,2018/02/12 13:15,48.24,21.51,0,52.82,0.91,192.96,86.04,0,211.27,0.91,,2/12/18 13:15,12.42
H202010637868     ,2018/02/12 13:30,47.52,21.06,0,51.98,0.91,190.08,84.24,0,207.91,0.91,,2/12/18 13:30,12.45
H202010637868     ,2018/02/12 13:45,47.79,21.42,0,52.37,0.91,191.16,85.68,0,209.48,0.91,,2/12/18 13:45,12.3
H202010637868     ,2018/02/12 14:00,47.88,21.15,0,52.34,0.91,191.52,84.6,0,209.37,0.91,,2/12/18 14:00,12.08
H202010637868     ,2018/02/12 14:15,48.6,21.06,0,52.97,0.92,194.4,84.24,0,211.87,0.92,,2/12/18 14:15,11.83
H202010637868     ,2018/02/12 14:30,49.41,21.33,0,53.82,0.92,197.64,85.32,0,215.27,0.92,,2/12/18 14:30,11.58
H202010637868     ,2018/02/12 14:45,49.95,21.6,0,54.42,0.92,199.8,86.4,0,217.68,0.92,,2/12/18 14:45,11.27
H202010637868     ,2018/02/12 15:00,50.49,22.14,0,55.13,0.92,201.96,88.56,0,220.52,0.92,,2/12/18 15:00,10.84
H202010637868     ,2018/02/12 15:15,50.13,22.14,0,54.8,0.91,200.52,88.56,0,219.21,0.91,,2/12/18 15:15,10.41
H202010637868     ,2018/02/12 15:30,49.77,21.69,0,54.29,0.92,199.08,86.76,0,217.16,0.92,,2/12/18 15:30,9.7
H202010637868     ,2018/02/12 15:45,49.68,21.24,0,54.03,0.92,198.72,84.96,0,216.12,0.92,,2/12/18 15:45,9.06
